                    Ramp 3A1 analysis for 100/03/22
                                                  File      Database
Occupancy        _1___2___3___4___5___6   Station 02.06.12  02.06.12
Thresholds # 2:  15  16  17  18  23  40     Meter 04.04.0f  04.04.0f
+----------+------+---------+------------------------------------------+
|          |  Red |  Rates  |           Occupancy Stations             |
| 17:46:00 |  1.4 | 1  1  Z |   4   6   6  13  10                      |
| 17:46:30 |  1.4 | 1  1  Z |   7   6   5  13  12                      |
| 17:47:00 |  1.4 | 1  1  Z |   8   4   5  10  14                      |
| 17:47:30 |  1.4 | 1  1  Z |   4   9   6   9  14                      |
| 17:48:00 |  1.4 | 1  1  Z |   4   9   8   9  13                      |
| 17:48:30 |  1.4 | 1  1  D |   5   7   6  12  11                      |
| 17:49:00 |  1.4 | 1  1  D |  10   5   5  13   8                      |
| 17:49:30 |  1.4 | 1  2  D |  12   6   5  12  13                      |
| 17:50:00 |  1.4 | 1  1  D |   5  12   9  10  16                      |
| 17:50:30 |  1.4 | 1  1  D |   4  10  10  10  15                      |
| 17:51:00 |  1.4 | 1  2  D |   7   5   6  15  14                      |
| 17:51:30 |  1.4 | 1  2  D |  11   6   4  15  13                      |
| 17:52:00 |  1.4 | 1  2  D |  13  10   7   9  13                      |
| 17:52:30 |  1.4 | 1  2  D |   8  12   9  10  15                      |
| 17:53:00 |  1.4 | 1  1  D |   3  12   9  14  13                      |
| 17:53:30 |  1.4 | 1  1  D |   3   8   7  16  12                      |
| 17:54:00 |  1.4 | 1  1  D |   9   4   4  16  16                      |
| 17:54:30 |  1.4 | 1  2  D |  10   6   3  12  17                      |
| 17:55:00 |  1.4 | 1  3  D |   3  10   6   6  18                      |
| 17:55:30 |  1.4 | 1  1  D |   3   8  10   8  14                      |
| 17:56:00 |  1.4 | 1  1  D |   6   6   6  13   7                      |
| 17:56:30 |  1.4 | 1  1  D |   7   5   4  14   8                      |
| 17:57:00 |  1.4 | 1  1  D |   8   7   5  12  12                      |
| 17:57:30 |  1.4 | 1  1  D |   5   9   4  11  15                      |
| 17:58:00 |      | 7  1  F |   2   6   6  13  14                      |
| 17:58:30 |      | 7  1  F |   5   5   7  11  11                      |
| 17:59:00 |      | 7  1  F |   7   5   5   9  13                      |
| 17:59:30 |      | 7  1  F |   4   7   4  10   9                      |
| 18:00:00 |      | 7  1  F |   3   8   5   9   8                      |
| 18:00:30 |      | 7  1  F |   3   7   6  10  10                      |
| 18:01:00 |      | 7  1  F |   3   5   5  10  10                      |
| 18:01:30 |      | 7  1  F |   8   4   4   9  11                      |
| 18:02:00 |      | 7  1  F |   8   7   3   9  10                      |
| 18:02:30 |      | 7  1  F |   3   9   3   8  10                      |
| 18:03:00 |      | 7  1  F |   4   5   5  10   9                      |
| 18:03:30 |      | 7  1  F |   6   5   5  10   9                      |
| 18:04:00 |      | 7  1  F |   6   8   3   9  11                      |
| 18:04:30 |      | 7  1  F |   3  10   4   9   9                      |
| 18:05:00 |      | 7  1  F |   4   6   6   9  12                      |
| 18:05:30 |      | 7  1  F |   4   3   5  11  14                      |
| 18:06:00 |      | 7  1  F |   5   5   4   8  11                      |
| 18:06:30 |      | 7  1  F |   8   5   5   8  11                      |
| 18:07:00 |      | 7  1  F |   5   9   4  10  10                      |
| 18:07:30 |      | 7  1  F |   2   8   6   9   8                      |
| 18:08:00 |      | 7  1  F |   3   4   5  12  10                      |
| 18:08:30 |      | 7  1  F |   2   5   3  12  11                      |
| 18:09:00 |      | 7  1  F |   3   4   3   8  13                      |
| 18:09:30 |      | 7  1  F |   3   3   2   9  14                      |
| 18:10:00 |      | 7  1  F |   3   4   2   7   9                      |
| 18:10:30 |      | 7  1  F |   3   5   3   6  10                      |
| 18:11:00 |      | 7  1  F |   7   5   4   8   9                      |
| 18:11:30 |      | 7  1  F |  10   6   4   8   6                      |
| 18:12:00 |      | 7  1  F |   7  11   6   9   9                      |
| 18:12:30 |      | 7  1  F |   4  12   9  11  10                      |
| 18:13:00 |      | 7  1  F |   5   7   7  13   9                      |
| 18:13:30 |      | 7  1  F |   7   5   5  13  12                      |
| 18:14:00 |      | 7  1  F |   6   6   5   9  15                      |
| 18:14:30 |      | 7  1  F |   6   9   5   9  15                      |
| 18:15:00 |      | 7  1  F |   6   9   5  10  12                      |
| 18:15:30 |      | 7  1  F |   4   8   7   9  12                      |
| 18:16:00 |      | 7  1  F |   4   6   6  12  12                      |
| 18:16:30 |      | 7  1  F |   3   5   4  14  10                      |
| 18:17:00 |      | 7  1  F |   5   6   4   9  12                      |
| 18:17:30 |      | 7  1  F |   5   4   4   7  15                      |
| 18:18:00 |      | 7  1  F |   3   5   4   8  15                      |
| 18:18:30 |      | 7  1  F |   5   5   3  10  12                      |
| 18:19:00 |      | 7  1  F |   4   7   2  11  10                      |
| 18:19:30 |      | 7  1  F |   3   6   4   7  10                      |
| 18:20:00 |      | 7  1  F |   3   3   4   7  12                      |
| 18:20:30 |      | 7  1  F |   2   4   2   8   9                      |
| 18:21:00 |      | 7  1  F |   3   5   3   6   7                      |
| 18:21:30 |      | 7  1  F |  10   4   3   9   9                      |
| 18:22:00 |      | 7  1  F |  10   6   3  10   9                      |
| 18:22:30 |      | 7  1  F |   3  11   6   8  11                      |
| 18:23:00 |      | 7  1  F |   4   8   7   9  11                      |
| 18:23:30 |      | 7  1  F |  11   4   5  12  10                      |
| 18:24:00 |      | 7  1  F |   9   7   3  12  10                      |
| 18:24:30 |      | 7  1  F |   2  12   7  10  12                      |
| 18:25:00 |      | 7  1  F |   4   9   7   9  14                      |
| 18:25:30 |      | 7  1  F |   4   3   4  13  13                      |
| 18:26:00 |      | 7  1  F |   4   4   4  14  10                      |
| 18:26:30 |      | 7  1  F |   3   6   4   9  13                      |
| 18:27:00 |      | 7  1  F |   4   5   3   8  15                      |
| 18:27:30 |      | 7  1  F |   6   4   2   8  12                      |
| 18:28:00 |      | 7  1  F |   4   7   3   7  10                      |
| 18:28:30 |      | 7  1  F |   1   6   5   8  10                      |
| 18:29:00 |      | 7  1  F |   4   2   4  11   8                      |
| 18:29:30 |      | 7  1  F |   7   2   1   8   7                      |
| 18:30:00 |      | 7  1  F |   5   7   4   6  11                      |
+----------+------+---------+------------------------------------------+
