                    Ramp 3C6 analysis for 100/03/22
                                                  File      Database
Occupancy        _1___2___3___4___5___6   Station 02.06.12  02.06.12
Thresholds # 2:  15  16  17  18  23  40     Meter 04.04.0f  04.04.0f
+----------+------+---------+------------------------------------------+
|          |  Red |  Rates  |           Occupancy Stations             |
| 14:59:00 |  5.7 | 1  1  Z |   8  13  13  13  11   0*                 |
| 14:59:30 |  5.7 | 1  1  Z |   6   9  10  10  13   0*                 |
| 15:00:00 |  5.7 | 1  1  Z |  12  10   8   8  11   0*                 |
| 15:00:30 |  5.7 | 1  1  Z |  11  13   9   9   7   0*                 |
| 15:01:00 |  5.7 | 1  1  Z |   9  11  13  13   7   0*                 |
| 15:01:30 |  5.7 | 1  1  Z |  11  12  11  10  11   0*                 |
| 15:02:00 |  5.7 | 1  1  Z |  11  12   7  11  10   0*                 |
| 15:02:30 |  5.7 | 1  1  Z |  12  13   9  11   9   0*                 |
| 15:03:00 |  5.7 | 1  1  Z |   9  15  13  10  10   0*                 |
| 15:03:30 |  5.7 | 1  1  Z |   7  12  16  12  10   0*                 |
| 15:04:00 |  5.7 | 1  1  Z |  13  15  11  11  12   0*                 |
| 15:04:30 |  5.7 | 1  4  C |  16  21  12   8  10   0*                 |
| 15:05:00 | 10.8 | 4  2  Z |  13  16  17  14   8   0*                 |
| 15:05:30 | 10.8 | 4  4  C |  11  12  13  19  12   0*                 |
| 15:06:00 | 10.8 | 4  4  Z |  13  13   9  13  16   0*                 |
| 15:06:30 | 10.8 | 4  4  Z |  13  15   9   9  13   0*                 |
| 15:07:00 | 10.8 | 4  4  Z |  14  14  12  13   8   0*                 |
| 15:07:30 | 10.8 | 4  4  Z |  15  14  15  14  11   0*                 |
| 15:08:00 | 10.8 | 4  5  Z |  16  18  17  14  14   0*                 |
| 15:08:30 | 14.5 | 5  6  Z |  16  17  18  16  13   0*                 |
| 15:09:00 | 18.0 | 6  5  Z |  17  17  16  15  15   0*                 |
| 15:09:30 | 14.5 | 5  5  Z |  16  20  13  14  15   0*                 |
| 15:10:00 | 14.5 | 5  4  C |  15  20  15  15  12   0*                 |
| 15:10:30 | 10.8 | 4  3  C |  18  16  17  15  15   0*                 |
| 15:11:00 |  8.5 | 3  4  C |  20  18  19  15  15   0*                 |
| 15:11:30 | 10.8 | 4  4  Z |  19  22  21  17  13   0*                 |
| 15:12:00 | 10.8 | 4  4  Z |  19  21  20  19  15   0*                 |
| 15:12:30 | 10.8 | 4  4  C |  16  20  19  18  18   0*                 |
| 15:13:00 | 10.8 | 4  4  C |  14  19  20  18  17   0*                 |
| 15:13:30 | 10.8 | 4  4  Z |  14  17  18  17  17   0*                 |
| 15:14:00 | 10.8 | 4  6  Z |  15  16  15  15  18   0*                 |
| 15:14:30 | 18.0 | 6  6  Z |  15  17  14  14  15   0*                 |
| 15:15:00 | 18.0 | 6  5  Z |  14  16  15  14  13   0*                 |
| 15:15:30 | 10.8 | 4  4  Z |  15  16  15  15  16   0*                 |
| 15:16:00 | 10.8 | 4  4  Z |  15  16  16  15  14   0*                 |
| 15:16:30 | 10.8 | 4  4  Z |  19  16  14  13  15   0*                 |
| 15:17:00 | 10.8 | 4  4  Z |  19  19  14  14  12   0*                 |
| 15:17:30 | 14.5 | 5  5  Z |  18  22  17  17  12   0*                 |
| 15:18:00 | 14.5 | 5  6  Z |  17  20  20  18  18   0*                 |
| 15:18:30 | 18.0 | 6  4  Z |  16  18  20  18  16   0*                 |
| 15:19:00 |  8.5 | 3  3  C |  16  18  18  16  18   0*                 |
| 15:19:30 | 10.8 | 4  4  C |  16  17  17  15  22   0*                 |
| 15:20:00 | 10.8 | 4  4  C |  16  18  17  15  23   0*                 |
| 15:20:30 | 10.8 | 4  4  C |  18  18  17  17  22   0*                 |
| 15:21:00 | 10.8 | 4  4  Z |  19  20  16  17  18   0*                 |
| 15:21:30 | 10.8 | 4  4  Z |  16  22  16  15  15   0*                 |
| 15:22:00 |  8.5 | 3  3  C |  12  18  18  16  16   0*                 |
| 15:22:30 |  8.5 | 3  3  C |  11  14  16  18  16   0*                 |
| 15:23:00 |  8.5 | 3  2  Z |  13  13  14  16  15   0*                 |
| 15:23:30 |  6.9 | 2  2  Z |  15  16  12  12  13   0*                 |
| 15:24:00 |  6.9 | 2  4  Z |  17  18  13  12  12   0*                 |
| 15:24:30 | 10.8 | 4  4  Z |  16  20  15  14  13   0*                 |
| 15:25:00 | 10.8 | 4  4  C |  15  19  17  16  15   0*                 |
| 15:25:30 | 10.8 | 4  4  C |  13  18  18  19  17   0*                 |
| 15:26:00 | 10.8 | 4  4  Z |  11  16  17  18  16   0*                 |
| 15:26:30 | 10.8 | 4  4  Z |  15  14  15  16  17   0*                 |
| 15:27:00 | 10.8 | 4  4  Z |  16  17  12  15  17   0*                 |
| 15:27:30 | 10.8 | 4  3  Z |  14  17  13  13  13   0*                 |
| 15:28:00 |  8.5 | 3  3  Z |  17  15  15  14  14   0*                 |
| 15:28:30 |  8.5 | 3  6  Z |  19  17  14  15  16   0*                 |
| 15:29:00 | 18.0 | 6  5  Z |  15  21  14  15  14   0*                 |
| 15:29:30 | 14.5 | 5  5  Z |  15  19  19  14  12   0*                 |
| 15:30:00 | 14.5 | 5  6  Z |  15  18  18  17  16   0*                 |
| 15:30:30 | 18.0 | 6  4  Z |  16  18  14  18  19   0*                 |
| 15:31:00 | 10.8 | 4  3  Z |  17  16  16  16  14   0*                 |
| 15:31:30 |  8.5 | 3  5  Z |  16  16  15  17  17   0*                 |
| 15:32:00 | 14.5 | 5  4  Z |  16  17  14  14  17   0*                 |
| 15:32:30 | 10.8 | 4  4  C |  20  18  16  12  11   0*                 |
| 15:33:00 | 10.8 | 4  4  C |  19  21  16  16  13   0*                 |
| 15:33:30 | 10.8 | 4  4  Z |  14  21  17  20  17   0*                 |
| 15:34:00 | 14.5 | 5  5  Z |  14  17  19  20  19   0*                 |
| 15:34:30 | 10.8 | 4  4  Z |  13  16  17  19  18   0*                 |
| 15:35:00 | 10.8 | 4  5  Z |  16  15  14  15  17   0*                 |
| 15:35:30 | 14.5 | 5  3  Z |  14  17  13  13  15   0*                 |
| 15:36:00 |  8.5 | 3  2  Z |  12  15  16  14  13   0*                 |
| 15:36:30 |  8.5 | 3  3  Z |  16  14  14  14  14   0*                 |
| 15:37:00 | 10.8 | 4  4  Z |  16  17  14  13  12   0*                 |
| 15:37:30 | 10.8 | 4  5  Z |  18  19  16  13  13   0*                 |
| 15:38:00 | 10.8 | 4  4  Z |  19  20  16  16  15   0*                 |
| 15:38:30 | 10.8 | 4  4  C |  13  21  20  17  15   0*                 |
| 15:39:00 | 10.8 | 4  4  C |  12  15  20  18  18   0*                 |
| 15:39:30 | 10.8 | 4  4  Z |  16  13  14  17  16   0*                 |
| 15:40:00 | 10.8 | 4  4  Z |  16  18  14  14  13   0*                 |
| 15:40:30 | 10.8 | 4  4  Z |  16  20  17  13  12   0*                 |
| 15:41:00 | 10.8 | 4  4  Z |  17  19  17  16  14   0*                 |
| 15:41:30 | 10.8 | 4  4  Z |  15  17  16  17  18   0*                 |
| 15:42:00 | 10.8 | 4  4  Z |  13  16  15  16  17   0*                 |
| 15:42:30 | 10.8 | 4  5  Z |  16  15  14  16  16   0*                 |
| 15:43:00 | 10.8 | 4  4  Z |  17  17  13  14  14   0*                 |
| 15:43:30 | 10.8 | 4  3  Z |  18  18  16  12  11   0*                 |
| 15:44:00 | 10.8 | 4  4  Z |  19  19  17  16  15   0*                 |
| 15:44:30 | 10.8 | 4  4  Z |  18  20  18  17  17   0*                 |
| 15:45:00 | 10.8 | 4  5  Z |  18  19  19  16  16   0*                 |
| 15:45:30 | 14.5 | 5  5  Z |  18  19  17  17  17   0*                 |
| 15:46:00 | 14.5 | 5  4  Z |  17  21  17  17  17   0*                 |
| 15:46:30 | 14.5 | 5  5  Z |  17  20  18  17  16   0*                 |
| 15:47:00 | 14.5 | 5  5  Z |  16  18  18  18  16   0*                 |
| 15:47:30 | 14.5 | 5  5  Z |  16  17  18  18  17   0*                 |
| 15:48:00 | 10.8 | 4  4  Z |  17  18  18  16  14   0*                 |
| 15:48:30 | 10.8 | 4  4  Z |  15  18  17  18  15   0*                 |
| 15:49:00 | 10.8 | 4  4  Z |  17  16  16  19  18   0*                 |
| 15:49:30 | 10.8 | 4  5  Z |  21  18  17  16  16   0*                 |
| 15:50:00 | 14.5 | 5  6  Z |  23  18  19  15  16   0*                 |
| 15:50:30 | 18.0 | 6  5  C |  24  17  17  18  17   0*                 |
| 15:51:00 | 14.5 | 5  4  Z |  19  20  15  17  17   0*                 |
| 15:51:30 | 10.8 | 4  5  Z |  17  22  18  15  15   0*                 |
| 15:52:00 | 14.5 | 5  5  Z |  16  20  18  19  17   0*                 |
| 15:52:30 | 10.8 | 4  4  Z |  13  18  18  19  18   0*                 |
| 15:53:00 | 10.8 | 4  4  Z |  13  16  18  19  17   0*                 |
| 15:53:30 | 14.5 | 5  5  Z |  16  15  14  18  19   0*                 |
| 15:54:00 | 14.5 | 5  4  Z |  15  17  14  13  15   0*                 |
| 15:54:30 | 10.8 | 4  4  Z |  15  17  15  13  14   0*                 |
| 15:55:00 | 10.8 | 4  4  Z |  15  18  16  15  15   0*                 |
| 15:55:30 | 10.8 | 4  6  Z |  17  17  16  16  15   0*                 |
| 15:56:00 | 18.0 | 6  5  Z |  16  18  15  16  14   0*                 |
| 15:56:30 | 10.8 | 4  4  Z |  16  18  17  14  14   0*                 |
| 15:57:00 | 10.8 | 4  4  Z |  15  18  17  17  17   0*                 |
| 15:57:30 | 10.8 | 4  4  Z |  14  16  17  17  17   0*                 |
| 15:58:00 | 10.8 | 4  4  Z |  16  15  15  16  17   0*                 |
| 15:58:30 | 10.8 | 4  3  Z |  18  18  14  15  16   0*                 |
| 15:59:00 |  8.5 | 3  4  Z |  19  20  17  14  15   0*                 |
| 15:59:30 | 14.5 | 5  5  Z |  14  19  18  17  14   0*                 |
| 16:00:00 | 14.5 | 5  4  Z |  14  15  17  19  17   0*                 |
| 16:00:30 | 10.8 | 4  4  Z |  16  16  14  18  19   0*                 |
| 16:01:00 |  8.5 | 3  3  Z |  15  16  15  15  16   0*                 |
| 16:01:30 | 14.5 | 5  5  Z |  15  17  15  14  13   0*                 |
| 16:02:00 | 14.5 | 5  5  Z |  15  18  16  14  14   0*                 |
| 16:02:30 | 14.5 | 5  4  Z |  16  16  15  15  15   0*                 |
| 16:03:00 | 10.8 | 4  2  Z |  17  16  15  15  15   0*                 |
| 16:03:30 |  6.9 | 2  3  Z |  17  18  17  14  17   0*                 |
| 16:04:00 |  8.5 | 3  5  Z |  15  19  16  17  17   0*                 |
| 16:04:30 | 14.5 | 5  5  Z |  14  16  18  19  15   0*                 |
| 16:05:00 | 14.5 | 5  4  Z |  14  15  18  21  17   0*                 |
| 16:05:30 | 10.8 | 4  4  Z |  12  16  14  17  17   0*                 |
| 16:06:00 | 10.8 | 4  4  Z |  15  14  14  14  13   0*                 |
| 16:06:30 | 14.5 | 5  5  Z |  16  16  13  15  14   0*                 |
| 16:07:00 | 18.0 | 6  6  Z |  14  17  14  12  13   0*                 |
| 16:07:30 | 18.0 | 6  4  Z |  16  15  16  13  14   0*                 |
| 16:08:00 | 10.8 | 4  2  Z |  15  16  14  15  15   0*                 |
| 16:08:30 |  8.5 | 3  3  Z |  15  16  15  14  14   0*                 |
| 16:09:00 | 18.0 | 6  6  Z |  13  16  15  14  14   0*                 |
| 16:09:30 | 18.0 | 6  5  Z |  15  14  15  15  15   0*                 |
| 16:10:00 | 14.5 | 5  4  C |  17  19  12  16  14   0*                 |
| 16:10:30 | 10.8 | 4  4  C |  16  22  14  13  12   0*                 |
| 16:11:00 | 18.0 | 6  6  Z |  17  18  17  14  13   0*                 |
| 16:11:30 |  8.5 | 3  3  Z |  15  18  17  16  15   0*                 |
| 16:12:00 |  8.5 | 3  3  Z |  13  16  18  18  16   0*                 |
| 16:12:30 | 10.8 | 4  4  Z |  17  14  16  19  17   0*                 |
| 16:13:00 | 10.8 | 4  4  Z |  19  17  13  16  16   0*                 |
| 16:13:30 | 10.8 | 4  4  Z |  15  21  16  14  14   0*                 |
| 16:14:00 | 10.8 | 4  4  Z |  14  18  18  15  14   0*                 |
| 16:14:30 | 18.0 | 6  6  Z |  16  16  16  17  16   0*                 |
| 16:15:00 | 14.5 | 5  5  Z |  18  19  14  16  15   0*                 |
| 16:15:30 | 14.5 | 5  5  Z |  19  20  15  13  12   0*                 |
| 16:16:00 | 14.5 | 5  5  Z |  13  20  18  14  13   0*                 |
| 16:16:30 | 14.5 | 5  5  Z |  13  16  18  17  16   0*                 |
| 16:17:00 | 14.5 | 5  5  Z |  20  15  14  17  19   0*                 |
| 16:17:30 | 14.5 | 5  5  Z |  21  20  13  15  16   0*                 |
| 16:18:00 | 18.0 | 6  6  Z |  16  22  15  13  13   0*                 |
| 16:18:30 | 18.0 | 6  5  Z |  16  18  18  15  15   0*                 |
| 16:19:00 | 10.8 | 4  4  Z |  17  18  18  18  16   0*                 |
| 16:19:30 | 10.8 | 4  4  Z |  17  19  15  17  16   0*                 |
| 16:20:00 | 10.8 | 4  4  Z |  16  19  16  15  15   0*                 |
| 16:20:30 | 10.8 | 4  5  Z |  16  17  18  16  15   0*                 |
| 16:21:00 | 14.5 | 5  6  Z |  16  16  16  18  15   0*                 |
| 16:21:30 | 18.0 | 6  6  Z |  16  19  14  17  15   0*                 |
| 16:22:00 | 18.0 | 6  5  Z |  14  18  15  15  17   0*                 |
| 16:22:30 | 14.5 | 5  4  Z |  15  14  17  16  16   0*                 |
| 16:23:00 |  8.5 | 3  3  Z |  18  16  14  17  16   0*                 |
| 16:23:30 |  8.5 | 3  4  C |  17  20  15  13  14   0*                 |
| 16:24:00 | 10.8 | 4  4  Z |  18  18  17  15  13   0*                 |
| 16:24:30 | 10.8 | 4  4  Z |  18  19  15  18  16   0*                 |
| 16:25:00 | 10.8 | 4  5  Z |  16  20  18  16  15   0*                 |
| 16:25:30 | 14.5 | 5  4  Z |  18  18  18  18  18   0*                 |
| 16:26:00 | 10.8 | 4  4  C |  16  20  15  17  19   0*                 |
| 16:26:30 | 10.8 | 4  5  Z |  16  19  16  14  14   0*                 |
| 16:27:00 | 18.0 | 6  6  Z |  18  16  16  15  14   0*                 |
| 16:27:30 | 18.0 | 6  5  Z |  19  18  15  17  15   0*                 |
| 16:28:00 | 14.5 | 5  5  Z |  19  20  16  16  15   0*                 |
| 16:28:30 | 14.5 | 5  5  Z |  19  20  17  15  16   0*                 |
| 16:29:00 | 14.5 | 5  4  Z |  16  20  19  17  16   0*                 |
| 16:29:30 | 14.5 | 5  5  Z |  15  17  17  18  16   0*                 |
| 16:30:00 | 14.5 | 5  6  Z |  17  15  15  16  15   0*                 |
| 16:30:30 | 14.5 | 5  5  Z |  16  18  13  15  14   0*                 |
| 16:31:00 | 14.5 | 5  5  Z |  15  18  15  13  13   0*                 |
| 16:31:30 | 14.5 | 5  4  Z |  16  17  16  15  15   0*                 |
| 16:32:00 | 10.8 | 4  4  Z |  19  18  16  17  15   0*                 |
| 16:32:30 | 10.8 | 4  5  Z |  19  18  16  16  14   0*                 |
| 16:33:00 | 14.5 | 5  5  Z |  19  20  15  15  14   0*                 |
| 16:33:30 | 14.5 | 5  4  C |  18  22  16  15  15   0*                 |
| 16:34:00 | 10.8 | 4  4  C |  18  20  19  15  15   0*                 |
| 16:34:30 | 10.8 | 4  4  Z |  21  19  18  18  18   0*                 |
| 16:35:00 | 10.8 | 4  6  Z |  18  21  15  17  17   0*                 |
| 16:35:30 | 18.0 | 6  6  Z |  15  19  16  15  15   0*                 |
| 16:36:00 | 18.0 | 6  4  C |  15  17  19  17  17   0*                 |
| 16:36:30 | 10.8 | 4  4  C |  16  16  18  19  19   0*                 |
| 16:37:00 | 10.8 | 4  4  Z |  15  17  15  19  19   0*                 |
| 16:37:30 | 10.8 | 4  3  Z |  16  17  16  15  16   0*                 |
| 16:38:00 |  8.5 | 3  3  Z |  16  18  14  15  16   0*                 |
| 16:38:30 |  8.5 | 3  5  Z |  16  19  16  14  14   0*                 |
| 16:39:00 | 14.5 | 5  5  Z |  16  17  18  15  12   0*                 |
| 16:39:30 | 14.5 | 5  5  Z |  13  17  16  16  15   0*                 |
| 16:40:00 | 14.5 | 5  5  Z |  15  15  14  15  16   0*                 |
| 16:40:30 | 14.5 | 5  5  Z |  20  15  13  15  14   0*                 |
| 16:41:00 | 14.5 | 5  5  Z |  21  21  12  14  13   0*                 |
| 16:41:30 | 14.5 | 5  5  C |  16  24  17  12  11   0*                 |
| 16:42:00 | 10.8 | 4  4  C |  15  20  20  17  14   0*                 |
| 16:42:30 | 14.5 | 5  5  Z |  16  17  18  20  17   0*                 |
| 16:43:00 | 14.5 | 5  6  Z |  17  17  17  17  18   0*                 |
| 16:43:30 | 18.0 | 6  6  Z |  15  18  15  16  16   0*                 |
| 16:44:00 | 18.0 | 6  6  Z |  14  16  16  16  15   0*                 |
| 16:44:30 | 18.0 | 6  5  Z |  16  16  15  16  15   0*                 |
| 16:45:00 | 14.5 | 5  5  Z |  14  16  15  15  12   0*                 |
| 16:45:30 | 14.5 | 5  5  Z |  15  15  15  15  13   0*                 |
| 16:46:00 | 14.5 | 5  5  Z |  16  15  13  15  15   0*                 |
| 16:46:30 | 14.5 | 5  5  Z |  17  18  14  13  12   0*                 |
| 16:47:00 | 14.5 | 5  5  Z |  19  18  16  13  13   0*                 |
| 16:47:30 | 14.5 | 5  5  Z |  20  18  16  15  16   0*                 |
| 16:48:00 | 14.5 | 5  5  Z |  18  20  18  15  14   0*                 |
| 16:48:30 | 14.5 | 5  5  Z |  17  18  18  17  16   0*                 |
| 16:49:00 | 14.5 | 5  4  C |  19  18  17  17  18   0*                 |
| 16:49:30 | 10.8 | 4  4  C |  21  20  17  15  18   0*                 |
| 16:50:00 | 10.8 | 4  4  Z |  19  21  16  15  17   0*                 |
| 16:50:30 | 10.8 | 4  5  Z |  17  21  18  16  15   0*                 |
| 16:51:00 | 14.5 | 5  5  Z |  17  20  19  17  17   0*                 |
| 16:51:30 | 14.5 | 5  4  Z |  17  19  17  17  18   0*                 |
| 16:52:00 | 10.8 | 4  4  Z |  18  18  16  17  18   0*                 |
| 16:52:30 | 10.8 | 4  4  Z |  20  16  16  17  16   0*                 |
| 16:53:00 | 10.8 | 4  5  Z |  25  18  14  15  13   0*                 |
| 16:53:30 | 14.5 | 5  5  Z |  26  19  12  13  13   0*                 |
| 16:54:00 | 14.5 | 5  5  Z |  25  20  13  13  13   0*                 |
| 16:54:30 | 14.5 | 5  5  Z |  24  24  16  14  14   0*                 |
| 16:55:00 | 14.5 | 5  5  Z |  25  27  18  16  13   0*                 |
| 16:55:30 | 14.5 | 5  5  Z |  23  25  18  19  17   0*                 |
| 16:56:00 | 14.5 | 5  5  Z |  22  24  19  19  22   0*                 |
| 16:56:30 | 18.0 | 6  6  Z |  27  23  20  18  18   0*                 |
| 16:57:00 | 18.0 | 6  6  Z |  26  21  19  18  17   0*                 |
| 16:57:30 | 18.0 | 6  6  Z |  22  22  18  18  18   0*                 |
| 16:58:00 | 18.0 | 6  6  Z |  18  25  17  17  18   0*                 |
| 16:58:30 | 14.5 | 5  5  Z |  13  21  19  16  17   0*                 |
| 16:59:00 | 14.5 | 5  6  Z |  16  14  20  18  16   0*                 |
| 16:59:30 | 18.0 | 6  6  Z |  21  15  15  17  17   0*                 |
| 17:00:00 | 18.0 | 6  4  Z |  19  21  14  13  15   0*                 |
| 17:00:30 | 10.8 | 4  4  C |  18  21  18  14  12   0*                 |
| 17:01:00 | 10.8 | 4  4  C |  17  19  18  18  16   0*                 |
| 17:01:30 | 10.8 | 4  4  Z |  16  19  18  19  20   0*                 |
| 17:02:00 | 10.8 | 4  4  Z |  13  18  18  17  20   0*                 |
| 17:02:30 | 10.8 | 4  4  C |  15  15  16  19  17   0*                 |
| 17:03:00 | 10.8 | 4  4  Z |  16  16  12  18  15   0*                 |
| 17:03:30 | 10.8 | 4  5  Z |  16  18  13  13  15   0*                 |
| 17:04:00 | 14.5 | 5  5  Z |  16  18  16  14  13   0*                 |
| 17:04:30 | 10.8 | 4  4  Z |  14  18  18  17  14   0*                 |
| 17:05:00 | 10.8 | 4  4  Z |  15  16  18  17  16   0*                 |
| 17:05:30 | 10.8 | 4  5  Z |  16  15  16  19  16   0*                 |
| 17:06:00 | 14.5 | 5  5  Z |  18  17  14  16  15   0*                 |
| 17:06:30 | 14.5 | 5  5  Z |  16  19  14  13  14   0*                 |
| 17:07:00 | 10.8 | 4  4  Z |  18  18  18  14  14   0*                 |
| 17:07:30 | 10.8 | 4  5  Z |  21  17  16  16  15   0*                 |
| 17:08:00 | 14.5 | 5  4  Z |  20  19  13  15  14   0*                 |
| 17:08:30 | 10.8 | 4  4  Z |  22  19  16  14  13   0*                 |
| 17:09:00 | 10.8 | 4  4  Z |  22  19  17  16  14   0*                 |
| 17:09:30 | 10.8 | 4  4  Z |  19  19  15  17  19   0*                 |
| 17:10:00 | 14.5 | 5  5  Z |  18  21  13  15  18   0*                 |
| 17:10:30 | 14.5 | 5  5  Z |  16  21  17  14  11   0*                 |
| 17:11:00 | 14.5 | 5  4  Z |  16  16  20  17  15   0*                 |
| 17:11:30 | 10.8 | 4  4  Z |  19  15  17  20  19   0*                 |
| 17:12:00 | 10.8 | 4  5  Z |  19  19  15  16  17   0*                 |
| 17:12:30 | 10.8 | 4  4  Z |  16  21  18  15  15   0*                 |
| 17:13:00 | 10.8 | 4  4  C |  16  19  18  18  14   0*                 |
| 17:13:30 | 10.8 | 4  4  Z |  15  18  16  18  16   0*                 |
| 17:14:00 | 10.8 | 4  6  Z |  15  17  17  16  16   0*                 |
| 17:14:30 | 18.0 | 6  5  Z |  15  17  17  17  16   0*                 |
| 17:15:00 |  8.5 | 3  3  Z |  14  16  16  16  15   0*                 |
| 17:15:30 |  8.5 | 3  4  Z |  15  15  14  16  14   0*                 |
| 17:16:00 | 10.8 | 4  5  Z |  17  16  15  15  12   0*                 |
| 17:16:30 | 10.8 | 4  4  Z |  20  17  16  14  15   0*                 |
| 17:17:00 | 14.5 | 5  5  Z |  21  20  15  15  15   0*                 |
| 17:17:30 | 14.5 | 5  5  Z |  18  21  17  15  12   0*                 |
| 17:18:00 | 14.5 | 5  4  Z |  15  20  20  16  14   0*                 |
| 17:18:30 | 10.8 | 4  4  Z |  15  16  19  17  16   0*                 |
| 17:19:00 | 10.8 | 4  4  Z |  17  15  14  18  16   0*                 |
| 17:19:30 | 10.8 | 4  5  Z |  17  17  15  15  15   0*                 |
| 17:20:00 | 14.5 | 5  5  Z |  17  17  16  14  14   0*                 |
| 17:20:30 | 14.5 | 5  5  Z |  19  18  16  16  15   0*                 |
| 17:21:00 | 10.8 | 4  4  Z |  17  19  16  17  15   0*                 |
| 17:21:30 | 10.8 | 4  4  Z |  17  18  17  18  16   0*                 |
| 17:22:00 | 10.8 | 4  3  Z |  18  17  16  17  15   0*                 |
| 17:22:30 |  8.5 | 3  4  Z |  16  20  16  16  14   0*                 |
| 17:23:00 | 10.8 | 4  5  Z |  14  20  17  16  15   0*                 |
| 17:23:30 | 14.5 | 5  5  Z |  16  17  17  17  15   0*                 |
