                    Ramp 3B1 analysis for 100/03/22
                                                  File      Database
Occupancy        _1___2___3___4___5___6   Station 02.06.12  02.06.12
Thresholds # 2:  15  16  17  18  23  40     Meter 04.04.0f  04.04.0f
+----------+------+---------+------------------------------------------+
|          |  Red |  Rates  |           Occupancy Stations             |
| 17:28:00 | 18.0 | 5  5  C |  14  39  19  31   0* 14                  |
| 17:28:30 | 18.0 | 5  5  C |  12  38  18  33   0* 14                  |
| 17:29:00 | 18.0 | 5  5  C |  11  33  21  32   0* 14                  |
| 17:29:30 | 18.0 | 6  6  Z |   9  19  25  31   0* 14                  |
| 17:30:00 | 18.0 | 6  6  Z |  13  10  20  30   0* 15                  |
| 17:30:30 | 18.0 | 5  5  Z |  18  12  15  31   0* 14                  |
| 17:31:00 | 18.0 | 5  5  C |  19  17  19  31   0* 15                  |
| 17:31:30 | 18.0 | 5  5  C |  15  17  20  31   0* 14                  |
| 17:32:00 | 18.0 | 5  5  C |  13  15  19  33   0* 11                  |
| 17:32:30 | 18.0 | 5  5  C |  11  13  19  31   0* 12                  |
| 17:33:00 | 18.0 | 5  5  C |  11  11  16  29   0* 15                  |
| 17:33:30 | 18.0 | 5  5  C |  11  10  12  29   0* 14                  |
| 17:34:00 | 18.0 | 5  5  C |  11   9  10  29   0* 13                  |
| 17:34:30 | 16.5 | 4  4  C |  12  12   9  23   0* 13                  |
| 17:35:00 | 16.5 | 4  4  Z |  13  14  14  16   0* 12                  |
| 17:35:30 | 18.0 | 5  5  Z |  13  12  14  19   0* 12                  |
| 17:36:00 | 18.0 | 5  5  Z |  14  14  11  19   0* 13                  |
| 17:36:30 | 18.0 | 5  5  Z |  19  16  15  17   0* 13                  |
| 17:37:00 | 18.0 | 6  6  Z |  18  16  17  19   0* 14                  |
| 17:37:30 | 18.0 | 6  6  Z |  17  16  15  21   0* 14                  |
| 17:38:00 | 18.0 | 5  5  Z |  17  16  16  22   0* 14                  |
| 17:38:30 | 16.5 | 4  4  C |  14  15  16  22   0* 14                  |
| 17:39:00 | 16.5 | 4  4  C |  13  13  14  21   0* 14                  |
| 17:39:30 | 16.5 | 4  4  Z |  15  13  13  21   0* 14                  |
| 17:40:00 | 16.5 | 4  4  C |  14  12  14  22   0* 13                  |
| 17:40:30 | 16.5 | 4  4  Z |  13  13  12  21   0* 12                  |
| 17:41:00 | 16.5 | 4  4  C |  15  14  12  21   0* 14                  |
| 17:41:30 | 16.5 | 4  4  C |  15  15  14  22   0* 15                  |
| 17:42:00 | 18.0 | 6  6  Z |  14  15  17  24   0* 14                  |
| 17:42:30 | 18.0 | 5  5  Z |  14  15  15  29   0* 12                  |
| 17:43:00 | 18.0 | 5  5  C |  15  14  15  28   0* 13                  |
| 17:43:30 | 18.0 | 5  5  C |  15  12  15  27   0* 15                  |
| 17:44:00 | 18.0 | 5  5  C |  13  13  13  29   0* 13                  |
| 17:44:30 | 18.0 | 6  6  Z |  13  13  13  30   0* 13                  |
| 17:45:00 | 18.0 | 5  5  Z |  15  13  13  25   0* 15                  |
| 17:45:30 | 16.5 | 4  4  C |  17  14  13  19   0* 16                  |
| 17:46:00 | 13.2 | 3  3  C |  17  14  14  18   0* 17                  |
| 17:46:30 | 16.5 | 4  4  C |  14  15  14  19   0* 16                  |
| 17:47:00 | 16.5 | 4  4  C |  13  12  14  21   0* 14                  |
| 17:47:30 | 10.8 | 2  2  Z |  12  11  11  17   0* 14                  |
| 17:48:00 | 13.2 | 3  3  Z |  13  12  12  14   0* 15                  |
| 17:48:30 |  9.1 | 1  1  Z |  14  14  15  16   0* 13                  |
| 17:49:00 | 16.5 | 4  4  C |  12  14  14  19   0* 10                  |
| 17:49:30 | 16.5 | 4  4  C |  10  13  14  20   0* 12                  |
| 17:50:00 | 16.5 | 4  4  Z |  10  13  13  18   0* 14                  |
| 17:50:30 | 13.2 | 3  3  Z |  13  10  10  15   0* 14                  |
| 17:51:00 | 13.2 | 3  3  Z |  17  12  11  10   0* 13                  |
| 17:51:30 | 13.2 | 3  3  Z |  17  16  15  15   0* 11                  |
| 17:52:00 | 16.5 | 4  4  C |  14  15  16  21   0*  8                  |
| 17:52:30 | 16.5 | 4  4  C |  11  12  15  19   0* 11                  |
| 17:53:00 | 10.8 | 2  2  Z |  13  11  13  16   0* 13                  |
| 17:53:30 | 10.8 | 2  2  Z |  16  14  10  14   0* 13                  |
| 17:54:00 | 16.5 | 4  4  Z |  14  17  14  15   0* 13                  |
| 17:54:30 | 18.0 | 5  5  Z |  13  14  19  19   0* 14                  |
| 17:55:00 | 18.0 | 5  5  Z |  16  12  14  23   0* 13                  |
| 17:55:30 | 13.2 | 3  3  Z |  17  13  11  16   0* 12                  |
| 17:56:00 | 13.2 | 3  3  C |  17  15  14  18   0* 12                  |
| 17:56:30 | 16.5 | 4  4  C |  13  15  16  22   0* 10                  |
| 17:57:00 | 16.5 | 4  4  C |   6  12  14  21   0* 12                  |
| 17:57:30 | 10.8 | 2  2  Z |   9   8  10  17   0* 15                  |
| 17:58:00 |  9.1 | 1  1  D |  11  10   7  11   0* 14                  |
| 17:58:30 |  9.1 | 1  2  D |  13  12  11  12   0* 12                  |
| 17:59:00 |  9.1 | 1  3  D |  15  14  15  15   0*  9                  |
| 17:59:30 |  9.1 | 1  4  D |  14  13  14  19   0*  8                  |
| 18:00:00 |  9.1 | 1  4  D |  10  13  13  21   0* 10                  |
| 18:00:30 |  9.1 | 1  4  D |   9  11  12  20   0* 13                  |
| 18:01:00 |  9.1 | 1  1  D |  10   9  11  15   0* 15                  |
| 18:01:30 |  9.1 | 1  1  D |  10  10   9  13   0* 13                  |
| 18:02:00 |  9.1 | 1  1  F |  10  10  10  14   0* 11                  |
| 18:02:30 |      | 7  1  F |  11  11  12  14   0*  9                  |
| 18:03:00 |      | 7  4  F |  11  12  12  19   0*  7                  |
| 18:03:30 |      | 7  2  F |   8  11  11  17   0* 10                  |
| 18:04:00 |      | 7  1  F |   8   9  10  15   0* 15                  |
| 18:04:30 |      | 7  1  F |  12   8   8  13   0* 12                  |
| 18:05:00 |      | 7  1  F |  12  11  10  11   0*  9                  |
| 18:05:30 |      | 7  2  F |   8  11  11  15   0*  8                  |
| 18:06:00 |      | 7  1  F |  10   8   8  14   0*  9                  |
| 18:06:30 |      | 7  1  F |  13  13  11   8   0* 12                  |
| 18:07:00 |      | 7  1  F |  10  15  15  13   0* 10                  |
| 18:07:30 |      | 7  4  F |  10   9  13  20   0*  8                  |
| 18:08:00 |      | 7  1  F |   9  10   9  16   0* 11                  |
| 18:08:30 |      | 7  1  F |   9  12  10  13   0* 14                  |
| 18:09:00 |      | 7  2  F |  10   9  10  13   0* 13                  |
| 18:09:30 |      | 7  2  F |   9   9   9  14   0* 11                  |
| 18:10:00 |      | 7  1  F |  13  10   9  14   0* 11                  |
| 18:10:30 |      | 7  1  F |  14  12  11  12   0* 10                  |
| 18:11:00 |      | 7  1  F |   8  12  12  16   0*  9                  |
| 18:11:30 |      | 7  4  F |   9   8  10  19   0* 11                  |
| 18:12:00 |      | 7  1  F |   9   8   8  11   0* 14                  |
| 18:12:30 |      | 7  1  F |   7   8   8  10   0* 14                  |
| 18:13:00 |      | 7  1  F |   8   9   8  11   0*  9                  |
| 18:13:30 |      | 7  1  F |   9   9   9  11   0* 10                  |
| 18:14:00 |      | 7  3  F |   9   9  11  13   0* 11                  |
| 18:14:30 |      | 7  4  F |  12  11   8  14   0* 10                  |
| 18:15:00 |      | 7  2  F |  15  13   9  12   0* 11                  |
| 18:15:30 |      | 7  2  F |  13  14  14  15   0* 11                  |
| 18:16:00 |      | 7  3  F |  10  10  14  18   0* 11                  |
| 18:16:30 |      | 7  1  F |  12  10  10  14   0* 13                  |
| 18:17:00 |      | 7  1  F |  13  10  10  12   0* 14                  |
| 18:17:30 |      | 7  3  F |  10  13  10  14   0* 10                  |
| 18:18:00 |      | 7  3  F |  11  12  12  16   0* 10                  |
| 18:18:30 |      | 7  2  F |  15   9  14  15   0*  9                  |
| 18:19:00 |      | 7  1  F |  14  14  11  15   0* 10                  |
| 18:19:30 |      | 7  1  F |  10  13  12  16   0* 11                  |
| 18:20:00 |      | 7  4  F |   9   8  12  19   0* 10                  |
| 18:20:30 |      | 7  1  F |  11   8   9  15   0* 12                  |
| 18:21:00 |      | 7  1  F |  10  13   8  10   0* 13                  |
| 18:21:30 |      | 7  1  F |   8  12  12  13   0*  9                  |
| 18:22:00 |      | 7  3  F |   9   7  11  18   0*  7                  |
| 18:22:30 |      | 7  1  F |   7   8   7  15   0* 11                  |
| 18:23:00 |      | 7  1  F |   7   8   9  11   0* 12                  |
| 18:23:30 |      | 7  1  F |  10   9   8  12   0* 11                  |
| 18:24:00 |      | 7  1  F |  10  11  10  12   0*  8                  |
| 18:24:30 |      | 7  1  F |  10  11  12  13   0*  9                  |
| 18:25:00 |      | 7  3  F |   9   9  11  17   0* 11                  |
| 18:25:30 |      | 7  2  F |  12   9   9  14   0* 12                  |
| 18:26:00 |      | 7  1  F |  15  12  10  11   0* 12                  |
| 18:26:30 |      | 7  2  F |  12  14  14  14   0*  8                  |
| 18:27:00 |      | 7  4  F |   9  10  13  19   0*  9                  |
| 18:27:30 |      | 7  1  F |  11   8  10  16   0* 12                  |
| 18:28:00 |      | 7  2  F |  14  11   9  13   0* 13                  |
| 18:28:30 |      | 7  1  F |  11  14  12  16   0* 10                  |
| 18:29:00 |      | 7  1  F |   9  12  14  16   0*  9                  |
| 18:29:30 |      | 7  1  F |  11  10  13  14   0* 11                  |
| 18:30:00 |      | 7  1  F |   8  10  11  15   0* 11                  |
+----------+------+---------+------------------------------------------+
